B12-019	SUPPORTS	sentinel/go.mod:8 is `github.com/anthropos-work/colony v0.35.2` and the sentinel clone is at the pinned f2c46190 — the split is closed on both sides.
B12-020	PARTIAL	main.go:7 does import colony and NewVersionConfig is used at :17, but "minimal" understates the repo's dependence — colony, colony/pubsub, colony/redis and colony/rpc are imported across cmd/root.go and internal/runner/runner.go.
B12-021	SUPPORTS	roadrunner/go.mod:7 is `github.com/anthropos-work/colony v0.34.3`, the pin as stated.
B12-022	SUPPORTS	app/go.mod:16 is `github.com/anthropos-work/proto v1.210.0` and the app clone is at the pinned ad9f3c49.
B12-023	SUPPORTS	sentinel/go.mod:9 is `github.com/anthropos-work/proto v1.210.0` and the sentinel clone is at the pinned f2c46190 — live skew is zero as asserted.
B12-024	UNRESOLVABLE	Pin is sha-qualified to app b948604 but the clone is at ad9f3c49, where :1187 is `Pub: cmsPub` in a struct literal; the UsersService handler is at :1297 in this tree.
B12-025	UNRESOLVABLE	Pin is sha-qualified to app b948604, clone is at ad9f3c49 where :1188 is `Storage: cmsStorage`; the OrganizationsService handler is at :1298 in this tree.
B12-026	UNRESOLVABLE	Pin is sha-qualified to app b948604, clone is at ad9f3c49 where :1196 is a Directus-webhook comment; the SkillerService handler is at :1306 in this tree.
B12-027	UNRESOLVABLE	Pin is sha-qualified to app b948604, clone is at ad9f3c49 where :1204 is `cmsReaderSw.set(cmsRPCServer)`; the JobSimulationService handler is at :1314 in this tree.
B12-028	UNRESOLVABLE	Pin is sha-qualified to app b948604, clone is at ad9f3c49 where :1228 is `aiReadinessManager` in a graph.NewHandler arg list; the LabSessionService handler is at :1337 in this tree.
B12-029	UNRESOLVABLE	Pin is sha-qualified to app b948604, clone is at ad9f3c49 where :1212-1214 is `cmsWorker.Start(...)`; the `if cmsRPCServer != nil` guard around the CMSService handler is at :1322-1324 in this tree.
B12-030	SUPPORTS	storage.md:129 is the heading "### Connect-RPC (`StorageService`)" and :133-144 carry the full private/public method tables, so the pointer does document the omitted service.
B12-031	SUPPORTS	skillpaths.go:27-29 read "the drop-in for the removed skillpath RPC client (skillpath-in-app M506)" — the quoted words are verbatim in the cited range.
B12-032	SUPPORTS	wiring.go:123 is `jsrunner.NewRunnerManager(getenv("JUDGE0_API_KEY"), getenv("JUDGE0_BASE_URL"))` with the adjacent comment "replaces the removed roadrunner RPC edge"; content matches despite the pin naming app 9d00a313 while the clone is ad9f3c49.
B12-033	UNRESOLVABLE	The sentence pins platform 0dab54d but the clone is at 0c91421, where docker-compose.yml:118 is `VITE_CLERK_PUBLISHABLE_KEY: ${VITE_CLERK_PUBLISHABLE_KEY}` in the studio-desk build args, not AWS_REGION; 838d907 deleted three service blocks so the line cannot be checked at the pinned sha here.
B12-034	SUPPORTS	cms/go.mod:9 is `github.com/anthropos-work/ai v1.40.2` and the cms clone is at the pinned ca50c817.
B12-035	SUPPORTS	jobsimulation/go.mod:11 is `github.com/anthropos-work/ai v1.40.2` and the jobsimulation clone is at the pinned 462343b0.
B12-036	UNRESOLVABLE	Pin is sha-qualified to app b948604f but the clone is at ad9f3c49, where :20 is `github.com/asticode/go-astisub v0.42.0`; taxonomy v1.2.0 sits at :18 in this tree.
B12-037	SUPPORTS	sentinel/go.mod:21 is `github.com/anthropos-work/taxonomy v1.2.0 // indirect` exactly as claimed (the pin names 88bc5592 while the clone is f2c46190, but the line matches).
B12-038	SUPPORTS	storage/go.mod:25 is `github.com/anthropos-work/taxonomy v1.2.0 // indirect` and the storage clone is at the pinned 4ce8ece5.
B12-039	SUPPORTS	messenger/go.mod:9 is `github.com/anthropos-work/taxonomy v1.2.0` in the direct require block (no `// indirect`) and the messenger clone is at the pinned fa47850d.
B12-040	SUPPORTS	cms/go.mod:13 is `github.com/anthropos-work/taxonomy v1.2.0`, direct and unmarked as indirect, at the pinned ca50c817.
B12-041	SUPPORTS	jobsimulation/go.mod:15 is `github.com/anthropos-work/taxonomy v1.2.0`, direct and unmarked as indirect, at the pinned 462343b0.
