B02-022	SUPPORTS	compose:48 is AUTHORIZATION_ADDRESS=http://sentinel:8087 at platform 0c91421 (the tree ref) and no *_RPC_ADDR appears anywhere in the 187-line file
B02-023	SUPPORTS	compose:57 is GOTENBERG_URL=http://gotenberg:3200 in backend's environment block
B02-024	SUPPORTS	compose:183 is `profiles: [core, backend, all]` inside the gotenberg block (170-183), so gotenberg is in the default core profile
B02-025	SUPPORTS	gotenberg.go:31 is the plain net/http POST to gotenbergURL — the consumption site the bullet cites
B02-026	SUPPORTS	compose:59 sets JUDGE0_BASE_URL on backend, the direct Judge0 edge claimed
B02-027	UNRESOLVABLE	pin is @ app b948604; the quoted "Additive + DORMANT … until the M809 re-point" comment lives at main.go:1317-1318 at the tree ref ad9f3c49, not :1205-1211
B02-028	SUPPORTS	gqlauthz.go:190-191 returns next(ctx) when org is nil/uuid.Nil, ahead of the middleware's only Sentinel call (OrgCheckUserPermission at :222)
B02-029	SUPPORTS	gate.go:27-49 is courseBuilderAccessGate calling authz.OrgCheckFeaturePermission; backend.go:227 binds it as cbGate and the manager is NewSentinelManager (main.go:313)
B02-030	SUPPORTS	main.go:524-525 construct internalstorage.NewManager / NewPublicManager in-process at the named ref ad9f3c49
B02-031	SUPPORTS	main.go:504 is the comment "…the standalone service takes no traffic and STORAGE_RPC_ADDR is gone"; grep shows 3 occurrences in Go, all comments, 0 read sites
B02-032	UNRESOLVABLE	pin is @ b948604f; at ad9f3c49 main.go:287 is the subsystem-switch logger.Info and the unit's own ad9f3c49 pin for that publisher is :325
B02-033	UNRESOLVABLE	pin is @ b948604f; at ad9f3c49 wiring.go:127 is the asynq producer client, the unit's own ad9f3c49 pin being :132
B02-034	UNRESOLVABLE	pin is @ b948604f; at ad9f3c49 main.go:1276 is a constructor argument, not the SKILLER_STREAM AddSubscriber
B02-035	SUPPORTS	main.go:325 is the `backend` self-stream publisher at ad9f3c49, exactly what the ad9f3c49 half of the bullet asserts
B02-036	SUPPORTS	subscriber_wiring.go:203-248 is buildStreamSubscribers assembling the 6-entry stream→subscriber map, the rebuilt subscriber side claimed
B02-037	SUPPORTS	main.go:1579-1581 is the single AddSubscriber loop over that map
B02-038	SUPPORTS	jobsimwiring/worker.go:24-35 imports hibiken/asynq and starts asynq.NewServer (queues include TimersQueue) inside the app binary — Chronos's timers now in the backend process
B02-039	SUPPORTS	manager.go:101 is m.signInTokenCl.Create inside the admin impersonation manager, the product feature the row describes
B02-040	SUPPORTS	resolver_admin_audit.go:20-22 checks permission.ActionObjectTaxonomy / permission.UserActionWrite in ImpersonateUser, exactly as stated
B02-041	SUPPORTS	route.ts:79 mints the Clerk sign-in token and :85-88 redirects to /dev/accept; next-web-app clone IS 8297c684
B02-042	SUPPORTS	devLogin.ts:28 is verbatim DEV_LOGIN_ENABLED = process.env.NODE_ENV !== 'production', and route.ts:33-34 hard-404s on it
B02-043	SUPPORTS	auth.setup.ts:72 mints a ticket via createSignInToken and the 87-line file contains no NODE_ENV gate, as the row asserts
B02-044	SUPPORTS	dev.ts:83 mints the sign-in token and :89 redirects to /dev-accept.html; studio-desk clone IS 41ee357
